power
"charlotte-sim repo hash: 285c2e63cd2012460361b0b2d03a480efe92828f WARNING: charlotte-sim git repo was NOT clean, it may have changes not captured as of this hash!"
charlotte-description repo hash: 58b78b6450979467e648200be8d12d1950012a35
"Units: W, s"
Time,charlotte_mr_hip_lat_actuator,charlotte_mr_hip_ver_actuator,charlotte_mr_knee_actuator,charlotte_br_hip_lat_actuator,charlotte_br_hip_ver_actuator,charlotte_br_knee_actuator,charlotte_fl_hip_lat_actuator,charlotte_fl_hip_ver_actuator,charlotte_fl_knee_actuator,charlotte_ml_hip_lat_actuator,charlotte_ml_hip_ver_actuator,charlotte_ml_knee_actuator,charlotte_bl_hip_lat_actuator,charlotte_bl_hip_ver_actuator,charlotte_bl_knee_actuator,charlotte_fr_hip_lat_actuator,charlotte_fr_hip_ver_actuator,charlotte_fr_knee_actuator
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00034826377499801116,0.28566899113766847,2.6483570536318677,3.001816534724603,5.674960074696957e-05,1.9679705632274553,1.2696179781913868,0.0003714645338194813,7.146258519054514,3.086847175116501,0.009785196802898384,1.0195111821370952,1.0902908779334066,0.001283569477346711,2.6817421934551184,1.3659629524407884,0.37785788765934786,0.8395684719624552,0.822898359163318
0.001,0.2870536427322442,2.658804960901983,3.012547408059629,4.801382487449296e-05,1.968540019424729,1.2704755029098889,0.0003330009956976969,7.180034199952461,3.099976337730952,0.015689289582633947,1.0397233389827796,1.094436420159206,0.0021109170297480004,2.676516909262367,1.3638119339029164,0.38573550296545306,0.8672240128058901,0.8176937083893406
0.002,0.18828894499478557,2.6565331628819893,3.0168774276229295,1.6876685034921365e-05,1.9691266198863089,1.2428951612461547,0.0011203875192508015,6.729590824758002,2.9225477016271553,0.027089012343573294,1.53981925395357,2.2254623872763557,0.0017058376630912275,2.417277919256231,1.225355297646808,3.0673902276978056,1.476012194610411,1.7945895909448015
0.003,0.11953303498983774,2.6376355226071864,3.007616913589527,4.877754954788358e-05,1.9629649640324254,1.219065334816406,0.0016769374271973713,6.331327194018357,2.7620823916213886,0.0466566442356774,1.9366163193587946,2.7906008886753257,0.0012581749806720905,2.220706073078089,1.1192691990663017,4.578578888543104,1.973461897096397,2.2404970364574854
0.004,0.0721298136570852,2.626074529497142,3.006660017904052,0.00011320959030827056,1.9688782100876887,1.2072632175655444,0.0016912291749480199,6.012834873667563,2.6330605667242586,0.07511155947216362,2.2516601338243922,3.0067241299678136,0.0008265293523950307,2.081516195944523,1.0435571367004108,5.331189503505729,2.3794524360887856,2.364669343155122
0.005,0.04053880892617491,2.621009714277913,3.012420483979661,0.00015482210421998406,1.9834995522877739,1.204463629124321,0.0013961535257307094,5.759181027400773,2.529479990753087,0.11238186444201069,2.502386133340031,3.0151477913296674,0.000438615830967756,1.983856119553085,0.9902547467710547,5.601872890472265,2.7110914243914674,2.3025989060811254
0.006,0.020375198437807957,2.6214673560342363,3.0234392794382288,0.00016462212414293883,2.004222675735798,1.2083442308241485,0.0009399518684690617,5.558021272362142,2.4463755883567257,0.1579068844249022,2.702713940987851,2.906843372874409,0.00010692150064841716,1.9164911311712391,0.9536055423821113,5.575462622571294,2.982774052664212,2.1407290533978887
0.007,0.008214937074897684,2.6265218214484167,3.0384742744832427,0.0001417363548888316,2.0291130612482755,1.217140549621972,0.000415008255083676,5.399436207511863,2.379769206571844,0.2108433554060814,2.863647027070179,2.7394074644063977,0.0001642044637392995,1.8713853271369776,0.9294198058708231,5.374492616985562,3.2063868203994703,1.9330838978012153
