foot_contact_forces
"charlotte-sim repo hash: 285c2e63cd2012460361b0b2d03a480efe92828f WARNING: charlotte-sim git repo was NOT clean, it may have changes not captured as of this hash!"
charlotte-description repo hash: 58b78b6450979467e648200be8d12d1950012a35
Units: N
Time,MR_Fx,MR_Fy,MR_Fz,BR_Fx,BR_Fy,BR_Fz,FL_Fx,FL_Fy,FL_Fz,ML_Fx,ML_Fy,ML_Fz,BL_Fx,BL_Fy,BL_Fz,FR_Fx,FR_Fy,FR_Fz
0.019,11.330963873775815,-3.6254654909975774,-358.0637451593918,5.146283486727038,-11.229819924936987,-237.6658685814621,-8.236087126221843,5.342804768082733,-425.57878257802037,0.0,0.0,0.0,-3.8179319214440723,-15.275538831642145,-194.8662725227463,0.0,0.0,-0.0
0.02,11.32714195083944,-3.16100583951883,-357.9269224403442,5.138591737563356,-10.84239192819834,-237.68221010229848,-8.229034685545761,5.340122974417788,-425.2299615074319,0.0,0.0,0.0,-3.830626524839686,-15.731292756050085,-194.87239229948597,0.0,0.0,0.0
0.021,11.324988176226505,-2.77106282782155,-357.8421651514924,5.132641253972306,-10.517346571530474,-237.71504078163306,-8.223921086234977,5.338558213636428,-424.9772608455777,0.0,0.0,0.0,-3.841333080005462,-16.093618888335634,-194.89552461686952,0.0,0.0,0.0
0.022,11.324148279249568,-2.443310218997149,-357.7983720615967,5.128107840281374,-10.244237183348089,-237.75972443888668,-8.220357568643092,5.337877221819846,-424.80144528111174,0.0,0.0,0.0,-3.8503090264639286,-16.377371668250746,-194.93062362498804,0.0,0.0,0.0
0.023,11.324332229150713,-2.1674302834012042,-357.7864833594608,5.124721284117126,-10.01432826998291,-237.8125222102726,-8.218027201407944,5.337880511776609,-424.6868100509029,0.0,0.0,0.0,-3.857777700688406,-16.59499297279915,-194.97368231785725,0.0,0.0,0.0
0.024,11.325303338371258,-1.9347855817204014,-357.79912796949316,5.122256945441909,-9.82032196085272,-237.87043924679114,-8.21667255118459,5.3384189604940255,-424.62055630774273,0.0,0.0,0.0,-3.863933352099131,-16.756932000737,-195.021539916971,0.0,0.0,0.0
0.025,11.32686914309178,-1.7381498618079743,-357.8303297068375,5.120528411251338,-9.656122469007412,-237.9310958960908,-8.216084741997523,5.339371368816778,-424.5922749180485,0.0,0.0,0.0,-3.8689447271012383,-16.871959211893028,-195.0717239023223,0.0,0.0,0.0
0.026000000000000002,11.328873789040095,-1.571463560882508,-357.87526228893455,5.11938172428162,-9.51665895659699,-237.99262021192013,-8.216094058164575,5.340607381826177,-424.59352010256026,0.0,0.0,0.0,-3.87295791721466,-16.947409241856594,-195.12232036314353,0.0,0.0,0.0
0.027,11.331191640451381,-1.4297029358201438,-357.9300479292955,5.118688899074108,-9.397655780778171,-238.05355606372922,-8.216565479268244,5.342111158983721,-424.617458180295,0.0,0.0,0.0,-3.8761016658817735,-16.98953885242874,-195.171866893202,0.0,0.0,0.0
0.028,11.333722002083382,-1.3086357355502942,-357.99158570260084,5.118345356192205,-9.295587285636785,-238.11278982744236,-8.217388639450897,5.343787865373977,-424.6585766272761,0.0,0.0,0.0,-3.8784863861709455,-17.00352760089995,-195.219266425154,0.0,0.0,0.0
0.029,11.336384688393,-1.2047412102249364,-358.0574134764686,5.11826500354657,-9.207502543659484,-238.1694861554492,-8.21847565738121,5.345581985537463,-424.71244525346503,0.0,0.0,0.0,-3.880208719687896,-16.993759209164494,-195.26371484598374,0.0,0.0,0.0
0.03,11.339116349358974,-1.1150789198177216,-358.12559130650595,5.118377573123097,-9.130948620541439,-238.22303598072386,-8.21975649607556,5.347450114590726,-424.77551906523195,0.0,0.0,0.0,-3.881352935021073,-16.963929719820236,-195.30464260527543,0.0,0.0,0.0
0.031,11.341867415144717,-1.0371985316651575,-358.1946054727488,5.1186258637455175,-9.063884707380344,-238.27301295676887,-8.221175633331908,5.349356521745189,-424.84497584494716,0.0,0.0,0.0,-3.881992551324908,-16.91715661690349,-195.3416669521961,0.0,0.0,0.0
0.03125,11.344599563294594,-0.9690590958108004,-358.2632890805669,5.118963568749222,-9.004615459840995,-238.31913743057387,-8.22268937598181,5.3512727597277525,-424.9185825781859,0.0,0.0,0.0,-3.8821918019220414,-16.856073037862835,-195.3745528699396,0.0,0.0,0.0
0.032,11.344599563294594,-0.9690590958108004,-358.2632890805669,5.118963568749222,-9.004615459840995,-238.31913743057387,-8.22268937598181,5.3512727597277525,-424.9185825781859,0.0,0.0,0.0,-3.8821918019220414,-16.856073037862835,-195.3745528699396,0.0,0.0,0.0
0.033,11.347283619188044,-0.9089629207020217,-358.3307565369858,5.119353407958989,-8.951733426131215,-238.3612466330656,-8.224263669908591,5.353178194058671,-424.9945855875113,0.0,0.0,0.0,-3.8820069083023045,-16.78290743059848,-195.4031812795799,0.0,0.0,0.0
0.034,11.349897822646309,-0.8554975427005678,-358.39634948099683,5.119765610783375,-8.904073569485744,-238.39927013974744,-8.225872136554436,5.355052343367975,-425.0716202760061,0.0,0.0,0.0,-3.881487023173301,-16.69954195726654,-195.4275231876144,0.0,0.0,0.0
0.035,11.352426390692376,-0.8074951093380865,-358.45959243482804,5.12017646688835,-8.860666572854207,-238.4332095815779,-8.227494705293232,5.356879945919725,-425.1486369455991,0.0,0.0,0.0,-3.880675264822193,-16.607573132054647,-195.44761878690642,0.0,0.0,0.0
0.036000000000000004,11.354858336050006,-0.7639916632350761,-358.520156243693,5.120567277186857,-8.82070682375008,-238.46312210352815,-8.22911642882352,5.358652505425346,-425.22484005686664,0.0,0.0,0.0,-3.8796095571707356,-16.508359571719858,-195.46356050449543,0.0,0.0,-0.0
0.037,11.357186502270268,-0.7241798819129417,-358.5778278866001,5.120923782715243,-8.78353955915044,-238.48910706164298,-8.23072642751382,5.360365531424358,-425.2996386204912,0.0,0.0,0.0,-3.878323299310547,-16.403057350973167,-195.4754792056551,0.0,0.0,0.0
0.038,11.35940675884091,-0.6873985954939846,-358.63248621583523,5.121234967378257,-8.748619251207886,-238.51129480224395,-8.232317000318554,5.36201410801732,-425.3726052230451,0.0,0.0,0.0,-3.8768458522568343,-16.29264881099641,-195.48353348153375,0.0,0.0,0.0
0.039,11.361517350624721,-0.6531041629451727,-358.68408187073254,5.121492577695375,-8.715495813821411,-238.52983785066232,-8.23388300772878,5.36359492387368,-425.4434428444716,0.0,0.0,0.0,-3.8752031131757527,-16.17797151876611,-195.4879008423192,0.0,0.0,0.0
0.04,11.363518364649979,-0.6208511412029682,-358.7326209876178,5.121690589312967,-8.683798161408921,-238.54490376453126,-8.235421328356006,5.365106030120389,-425.5119577263806,0.0,0.0,0.0,-3.873417957695235,-16.05974083043509,-195.48877079880404,0.0,0.0,0.0
0.041,11.365411295064872,-0.5902756234799355,-358.77815198801807,5.121824788266477,-8.653220972194788,-238.55666942103565,-8.2369305211759,5.3665516424090915,-425.5780372935324,0.0,0.0,0.0,-3.871510724605733,-15.938573796792413,-195.48633941463328,0.0,0.0,0.0
0.042,11.36719869317732,-0.5610854322181722,-358.8207548930638,5.1218922937961295,-8.62350932707347,-238.56531646420703,-8.238410162916239,5.367927080779835,-425.6416321859996,0.0,0.0,0.0,-3.8694992416459684,-15.814990363370958,-195.480805110159,0.0,0.0,-0.0
0.043000000000000003,11.368883883090438,-0.533043587498094,-358.8605327095141,5.121891411827156,-8.594454611995019,-238.57102780800435,-8.239860861591563,5.369232935668721,-425.70274179123976,0.0,0.0,0.0,-3.867399417868177,-15.689440769948108,-195.47236530545376,0.0,0.0,0.0
0.044,11.370470733044097,-0.5059610902018448,-358.8976045445105,5.121821320313249,-8.565884183747077,-238.57398485905762,-8.241283917619185,5.370470220775291,-425.76140248708896,0.0,0.0,0.0,-3.8652253832888115,-15.562312168582613,-195.46121397549575,0.0,0.0,-0.0
0.045,11.371964782327801,-0.4766701825602369,-358.93205504437805,5.121755516702188,-8.54085296523477,-238.57441107805911,-8.242688603035262,5.372084766752553,-425.81771555190124,0.0,0.0,0.0,-3.8630038349657867,-15.434246792992829,-195.44750215317669,0.0,0.0,0.0
0.046,11.373368261795807,-0.45033128361296954,-358.9640989761878,5.12156260112668,-8.51364956721177,-238.57240398768036,-8.244061970446568,5.373226358632712,-425.871692306688,0.0,0.0,0.0,-3.8607193159146984,-15.304921476932867,-195.4314797651965,0.0,0.0,0.0
0.046875,11.37468672752723,-0.4244525705252693,-358.9938397864282,5.121307145717756,-8.48672494636306,-238.5681616344473,-8.245414379629612,5.374304842387682,-425.92346763200806,0.0,0.0,0.0,-3.8583950089368604,-15.174880706308041,-195.4132890494109,0.0,0.0,0.0
0.047,11.37468672752723,-0.4244525705252693,-358.9938397864282,5.121307145717756,-8.48672494636306,-238.5681616344473,-8.245414379629612,5.374304842387682,-425.92346763200806,0.0,0.0,0.0,-3.8583950089368604,-15.174880706308041,-195.4132890494109,0.0,0.0,0.0
0.048,11.375924749529974,-0.3989422932508315,-359.02141607658353,5.120988451269504,-8.460021341959704,-238.56184391119285,-8.246748029460642,5.375322299895602,-425.973148557233,0.0,0.0,0.0,-3.856039477211191,-15.044339779665004,-195.39309588374581,0.0,0.0,-0.0
0.049,11.377086856005066,-0.37373410406405755,-359.0469648933698,5.120608170357517,-8.43348912015864,-238.5536029171842,-8.248065534908756,5.37628014161854,-426.020847527125,0.0,0.0,0.0,-3.8536607226109747,-14.913484414032215,-195.37105783244525,0.0,0.0,0.0
0.05,11.378177471836198,-0.34877735821402883,-359.07061999987434,5.120168077091074,-8.407088936880363,-238.54358283877394,-8.24936953264139,5.3771797940852295,-426.06667948566184,0.0,0.0,0.0,-3.851265911963334,-14.782475824151529,-195.34732375945225,0.0,0.0,-0.0
0.051000000000000004,11.379200880790492,-0.32403506447031416,-359.09251077367276,5.1196699890082,-8.380788925345872,-238.53191982265022,-8.250662637025862,5.378022658286725,-426.1107595979965,0.0,0.0,-0.0,-3.8488614681868394,-14.651454181033024,-195.3220338398048,0.0,0.0,0.0
0.052000000000000005,11.380161197927473,-0.2994825682938496,-359.112761434579,5.119115701467343,-8.354561968181809,-238.51874197725104,-8.251947407872441,5.378810081997097,-426.15320151330985,0.0,0.0,0.0,-3.8464531511424243,-14.520541566363994,-195.29531969382526,0.0,0.0,0.0
0.053,11.38106240009269,-0.27498977052620466,-359.13148866128427,5.1185097628421135,-8.328507465627071,-238.5041713499048,-8.253226285281114,5.3795441367232915,-426.1941172505227,0.0,0.0,0.0,-3.84404636049307,-14.389840357066708,-195.26730341227304,0.0,0.0,0.0
0.054,11.38190813215336,-0.2507643894494805,-359.1488084422852,5.117848561215421,-8.302377224893814,-238.48831717727404,-8.254501724342594,5.380224629962548,-426.2336114910344,0.0,0.0,0.0,-3.8416453063081453,-14.259451222147135,-195.2381023936626,0.0,0.0,0.0
0.055,11.382701952417275,-0.22671877162544068,-359.1648256387884,5.11713604119944,-8.27624669904658,-238.4712856971403,-8.255775985089667,5.380853383706932,-426.2717881251593,0.0,0.0,0.0,-3.8392543543644044,-14.129452243905021,-195.2078231809553,0.0,0.0,0.0
0.056,11.383447173674316,-0.20287413570302337,-359.1796405761024,5.116373263044501,-8.250082699842247,-238.45317453941837,-8.257051240086408,5.381431503741648,-426.3087448773785,0.0,0.0,0.0,-3.8368772290121,-13.999915215641083,-195.17656598852972,0.0,0.0,0.0
0.057,11.384146899691814,-0.17926661889370404,-359.19334756926236,5.1155610395352795,-8.223842105533542,-238.43407431968737,-8.258329551665204,5.381960050501483,-426.3445742885649,0.0,0.0,0.0,-3.834517265275273,-13.870903527644591,-195.14442412173017,0.0,0.0,0.0
0.058,11.384804403820755,-0.15511838568627087,-359.2060226776781,5.114719772881041,-8.19834907241247,-238.41408139956525,-8.25961303035926,5.382469083078678,-426.3793735938927,0.0,0.0,0.0,-3.8321795027032763,-13.742465472913159,-195.11147430873027,0.0,0.0,0.0
0.059000000000000004,11.385421758459955,-0.13193222999210988,-359.21777034597835,5.113814156859062,-8.172012996804813,-238.39325319015913,-8.260903105820368,5.382906810135641,-426.4132053264245,0.0,0.0,0.0,-3.829862904239353,-13.614663118368764,-195.07781490238213,0.0,0.0,0.0
0.06,11.386001724303231,-0.10917413325959541,-359.2286585531269,5.11286005023976,-8.145406967169922,-238.37166906358075,-8.262201792587891,5.383298443606473,-426.44615557112127,0.0,0.0,0.0,-3.827571525271189,-13.487536819273194,-195.04351302540803,0.0,0.0,0.0
0.061,11.386546599360704,-0.08697302388759696,-359.2387598590062,5.1118553425143025,-8.118401463990436,-238.3493943859511,-8.263510713472876,5.383644986040445,-426.47829544008476,0.0,0.0,0.0,-3.825307362759532,-13.361128273497803,-195.0086385475311,0.0,0.0,0.0
0.062,11.387058496048619,-0.0654925504511127,-359.24814219253085,5.110797671665439,-8.090832137306915,-238.32648877728906,-8.26483143011874,5.3839474208996325,-426.5096909338522,0.0,0.0,0.0,-3.8230721786699533,-13.235475911865061,-194.9732565937354,0.0,0.0,0.0
0.0625,11.387543894150488,-0.03498328552462418,-359.2567210098411,5.109922201515976,-8.073044011533666,-238.30315473367781,-8.266161580801278,5.384268718708416,-426.54052215995114,0.0,0.0,0.0,-3.8208866875472784,-13.110235570611433,-194.93730834290264,0.0,0.0,0.0
0.063,11.387543894150488,-0.03498328552462418,-359.2567210098411,5.109922201515976,-8.073044011533666,-238.30315473367781,-8.266161580801278,5.384268718708416,-426.54052215995114,0.0,0.0,0.0,-3.8208866875472784,-13.110235570611433,-194.93730834290264,0.0,0.0,0.0
0.064,11.387997546063792,-0.011771500580686278,-359.2647986221558,5.10882970822356,-8.047730358263532,-238.27921878346766,-8.267507685614296,5.384494213391043,-426.57062822312275,0.0,0.0,0.0,-3.8187200967281094,-12.986051201243527,-194.9010465752336,0.0,0.0,0.0
0.065,11.388423920520102,0.010668270506864225,-359.27232775736366,5.107693350781058,-8.02183373555002,-238.25481121322255,-8.268869482497264,5.384677810134693,-426.6001641929397,0.0,0.0,0.0,-3.816587650558493,-12.862693482322813,-194.86443953798278,0.0,0.0,-0.0
0.066,11.388824268717201,0.031661815266347024,-359.27936579719653,5.10649183719843,-7.994644429057716,-238.22996699054048,-8.270248303202502,5.384819816243739,-426.6291725988742,0.0,0.0,0.0,-3.8144892147029585,-12.740211008279811,-194.82754069671074,0.0,0.0,0.0
0.067,11.389199487115565,0.05000621216597797,-359.2859743200632,5.105198131454504,-7.964898658746656,-238.20470826941803,-8.271645802856371,5.384919996515911,-426.65768753448,0.0,0.0,0.0,-3.8124238737911695,-12.618670507972116,-194.79040640379793,0.0,0.0,0.0
0.068,11.389550286083585,0.06442954282547096,-359.2922120151493,5.103784016618157,-7.931260082518058,-238.1790512233384,-8.273063662211667,5.38497817538216,-426.68574102339636,0.0,0.0,0.0,-3.8103905213919216,-12.49813886506781,-194.75309030099942,0.0,0.0,0.0
0.069,11.389877562497343,0.07438396222084527,-359.2981231119015,5.1022386129045545,-7.89316010835183,-238.15301838811078,-8.27450317902931,5.384994676336179,-426.7133722705223,0.0,0.0,0.0,-3.8083892953369345,-12.378648962539572,-194.71563416689983,0.0,0.0,0.0
0.07,11.390182633522722,0.0804730825679463,-359.30373153900564,5.10057781615305,-7.851250074844248,-238.1266468422812,-8.275964987505638,5.384970522358136,-426.74063068199075,0.0,0.0,0.0,-3.806422310227932,-12.260182158719534,-194.67806333349736,0.0,0.0,0.0
0.07100000000000001,11.390467070762595,0.08397707181156529,-359.3090486506361,5.098832525795334,-7.806897096218528,-238.099983292991,-8.277449218746012,5.384907077531547,-426.76756763032546,0.0,0.0,0.0,-3.8044927488259046,-12.142690186569176,-194.64039290451285,0.0,0.0,0.0
0.07200000000000001,11.390732377462605,0.08608320239473764,-359.3140851387661,5.097030717667644,-7.761368481824,-238.07307346878517,-8.27895586971674,5.384805558127098,-426.7942265769425,0.0,0.0,0.0,-3.802603468142676,-12.026128998499907,-194.60263721491808,0.0,0.0,0.0
0.073,11.390979827727977,0.08753791947242733,-359.31885642860317,5.095189863384583,-7.715463218873736,-238.0459562204241,-8.28048502220358,5.3846668380288465,-426.82064048577803,0.0,0.0,0.0,-3.8007564063336274,-11.910473201591277,-194.5648138198814,0.0,0.0,0.0
0.074,11.391210474030938,0.08872634752576669,-359.32338119430136,5.093319207519474,-7.669597336478103,-238.0186639373675,-8.282036866004805,5.3844915189047935,-426.8468342115252,0.0,0.0,0.0,-3.7989527750086047,-11.795712554363288,-194.5269429544277,0.0,0.0,0.0
0.075,11.39142521167901,0.08980212145056335,-359.3276799287434,5.091422709996966,-7.623940142655367,-237.99122334010642,-8.283611662223858,5.384280012228008,-426.87282832916725,0.0,0.0,0.0,-3.7971932916143585,-11.681844890658681,-194.4890450502143,0.0,0.0,-0.0
0.076,11.391622753861554,0.08626826662823843,-359.3318403644708,5.089393646860405,-7.573731049791299,-237.9635897797864,-8.285211302301368,5.383995564127944,-426.8985863440093,0.0,0.0,0.0,-3.7954695167751726,-11.569036242186689,-194.45119456271382,0.0,0.0,0.0
0.077,11.391808336871081,0.08848919775579335,-359.33572597727533,5.08748387174995,-7.529966502134974,-237.93592984842593,-8.286832737529249,5.383719142445916,-426.9242596609782,0.0,0.0,0.0,-3.7938023734645516,-11.45690396661497,-194.4132843037197,0.0,0.0,-0.0
0.078,11.391980040891,0.09038186850599864,-359.3394465394126,5.085539028886447,-7.486193299921124,-237.90818322716248,-8.288477869788375,5.383406379321701,-426.9497737792541,0.0,0.0,0.0,-3.7921797008099967,-11.345683149672945,-194.37540613497126,0.0,0.0,0.0
0.078125,11.392138472282223,0.09201941880210911,-359.3430170717369,5.0835671732157754,-7.44249837503706,-237.88036571566317,-8.290147080883836,5.383057567115267,-426.9751461669112,0.0,0.0,0.0,-3.790602152891619,-11.235367799699882,-194.33757435775183,0.0,0.0,0.0
0.079,11.392138472282223,0.09201941880210911,-359.3430170717369,5.0835671732157754,-7.44249837503706,-237.88036571566317,-8.290147080883836,5.383057567115267,-426.9751461669112,0.0,0.0,0.0,-3.790602152891619,-11.235367799699882,-194.33757435775183,0.0,0.0,0.0
0.08,11.39228416566716,0.09347002989872157,-359.3464510954856,5.081570240455087,-7.3989572947987226,-237.85249216219506,-8.29184062601673,5.382673019515924,-427.00039253281807,0.0,0.0,0.0,-3.789070073253991,-11.125953140219558,-194.2998016578993,0.0,0.0,0.0
0.081,11.39241760721441,0.09478452930981157,-359.349761148614,5.079549722873099,-7.355626777192269,-237.82457603921745,-8.293558738493992,5.382253046923183,-427.02552697247233,0.0,0.0,0.0,-3.7875837356170137,-11.017434664433532,-194.26209974531795,0.0,0.0,-0.0
0.082,11.39253923864678,0.09599997169655518,-359.35295882858713,5.077506770358467,-7.3125485275257045,-237.7966295442335,-8.295301631635583,5.381797944188772,-427.0505621809464,0.0,0.0,0.0,-3.786143355216087,-10.90980798678587,-194.224479401449,0.0,0.0,0.0
0.083,11.392649461292295,0.09714321257668627,-359.3560548269641,5.075442274285828,-7.269753049806225,-237.7686637138086,-8.297069499910592,5.381307987415127,-427.075509632909,0.0,0.0,0.0,-3.784749098501132,-10.803068716278954,-194.18695051961072,0.0,0.0,0.0
0.084,11.392748639888467,0.09823358596253953,-359.35905897186524,5.07335692984495,-7.227262509077508,-237.7406885295995,-8.2988625200661,5.380783431467518,-427.1003797264023,0.0,0.0,0.0,-3.783401090770019,-10.697212374176393,-194.14952215241823,0.0,0.0,0.0
0.085,11.392837105958016,0.09928494635386483,-359.36198027449296,5.07125128447433,-7.185092920385576,-237.7127130165408,-8.30068085197631,5.380224509445882,-427.1251819002265,0.0,0.0,0.0,-3.78209942230952,-10.592234342151848,-194.11220256251897,0.0,0.0,0.0
0.08600000000000001,11.392915165334552,0.10031147048398843,-359.36482698340495,5.069125865244894,-7.143260145959118,-237.68474532692142,-8.30252463819546,5.379631530480531,-427.14992490118357,0.0,0.0,0.0,-3.7808441605542096,-10.488129597113355,-194.0749991082239,0.0,0.0,-0.0
0.08700000000000001,11.392983082539597,0.10131121002555604,-359.3676066050003,5.066980828414767,-7.101763232515281,-237.65679286073646,-8.304394009874585,5.379004484718728,-427.17461614091417,0.0,0.0,0.0,-3.779635325404931,-10.384893696313355,-194.03791899723055,0.0,0.0,0.0
0.088,11.393041112153709,0.10229398605273078,-359.3703260118877,5.064816570315551,-7.060612817380568,-237.6288622518121,-8.30628908106177,5.3783436528522754,-427.19926293044836,0.0,0.0,0.0,-3.7784729359925575,-10.282521193855217,-194.00096822563125,0.0,0.0,0.0
0.089,11.393089480673048,0.10326347050405194,-359.3729914401059,5.062633326039394,-7.0198129875207735,-237.60095951609844,-8.308209952629705,5.3776491953766445,-427.22387170846264,0.0,0.0,0.0,-3.7773569845035055,-10.181006769318667,-193.96415241026386,0.0,0.0,0.0
0.09,11.393128394174312,0.10422229575617044,-359.37560855260324,5.060431296038751,-6.9793665020831765,-237.57309008334195,-8.310156713150302,5.376921259447085,-427.24844831839704,0.0,0.0,-0.0,-3.776287445444164,-10.08034493998876,-193.92747662965078,0.0,0.0,0.0
0.091,11.393158040070581,0.10517236553168029,-359.3781824837667,5.058210650248703,-6.939275136185292,-237.5452588505253,-8.312129439315585,5.376159980691703,-427.27299805867824,0.0,0.0,0.0,-3.7752642777982435,-9.980530075103763,-193.89094546579935,0.0,0.0,0.0
