power
"charlotte-sim repo hash: 46395edc6d0c8927cf8d5f1aabf662f39d634e6d WARNING: charlotte-sim git repo was NOT clean, it may have changes not captured as of this hash!"
charlotte-description repo hash: 58b78b6450979467e648200be8d12d1950012a35
"Units: W, s"
Time,charlotte_mr_hip_lat_actuator,charlotte_mr_hip_ver_actuator,charlotte_mr_knee_actuator,charlotte_br_hip_lat_actuator,charlotte_br_hip_ver_actuator,charlotte_br_knee_actuator,charlotte_fl_hip_lat_actuator,charlotte_fl_hip_ver_actuator,charlotte_fl_knee_actuator,charlotte_ml_hip_lat_actuator,charlotte_ml_hip_ver_actuator,charlotte_ml_knee_actuator,charlotte_bl_hip_lat_actuator,charlotte_bl_hip_ver_actuator,charlotte_bl_knee_actuator,charlotte_fr_hip_lat_actuator,charlotte_fr_hip_ver_actuator,charlotte_fr_knee_actuator
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0003352823341008466,0.09761120825969703,3.646223516316267,0.9521778682241417,0.06297933737633288,3.901429824733578,0.9512336134773721,0.0644419771314636,3.636650845034403,0.8860931619540141,0.11025577981632766,8.395582384678208,4.719451763745206,0.08327928187638976,4.041602729854338,0.9190280509549136,0.37342158143957027,6.654996880029152,3.8686171399611613
0.001,0.09811224586953601,3.6437567548247136,0.951838200422062,0.06326090863066902,3.9078859978056832,0.9523862820852939,0.06421266640418788,3.624010379486552,0.8846645119369072,0.1181163650928055,8.462583806099925,4.738593358693105,0.08289753325659995,4.049554162171493,0.9205231177043465,0.37941053956216325,6.713982768536449,3.8748382254726375
0.002,0.10301203011419387,6.586183079146505,1.7072452016853708,0.04561393526035709,7.618632530288625,1.817239491687823,0.0717813505922104,5.9266296651258745,1.4241255892711373,0.33540163040033744,13.183204662229556,9.622169865143189,0.09823404531442752,7.300657664755057,1.6682650542732171,3.478906669338278,10.819288878385747,8.296310294903163
0.003,0.03888610279724684,9.339749359825264,2.3720081652123017,0.1571973654941943,10.834853402911152,2.5347505745618286,0.15526430123951288,8.289579336179207,1.9610236211510919,0.44784808592178293,16.460007276193934,12.314287632902936,0.17037584024506114,10.282310856109607,2.3192637111979337,5.649183619986459,13.948281989250447,10.790598729490183
0.004,0.15079161187690174,11.885732723745093,2.9870067377007326,0.24290018175738978,13.600255263352292,3.158104833250148,0.20805759584052236,10.69090407154093,2.4955498156342992,0.5082990359067907,18.689674439466692,13.59707679299962,0.21362692937848432,12.968801241228979,2.9096664412755664,7.061489042478767,16.33166461761729,12.025159151400938
0.005,0.2369264388645097,14.243905227765142,3.557091850191081,0.30638496068750404,15.989991777751648,3.7021302816273027,0.23705934675573587,13.094640802040846,3.022511338383806,0.53773115208728,20.160842706287763,13.994618208918379,0.23459303359566075,15.386142851409602,3.444621505164008,7.917625581014861,18.14471476428824,12.462083655275135
0.006,0.3011924216617844,16.430259117345962,4.086178123209848,0.35107271066078055,18.064771179630277,4.178895320216519,0.24787717074860505,15.470063392425677,3.537389353971912,0.5499307405918414,21.088590464228574,13.856190787743978,0.2386494799324689,17.55813782028939,3.9288385665185355,8.368105380812043,19.52183977291596,12.410087486728855
0.007,0.34712659208990476,18.4577393974801,4.577429218872153,0.3800859287975112,19.873707109069695,4.598236895594682,0.24505269672207158,17.791147271002032,4.036294144497428,0.5538353778362075,21.63298545229334,13.412275806141933,0.2301524888786562,19.50640746136668,4.366593129039199,8.525456824274103,20.566386350291683,12.073553803283263
